Proyecto,Vende,Dirección,Tipo,Zona,Alc.,# Gar.,Area,Sub Zona,Piso,Psep13
Mir. de Chipichape,Balc. de Chipichape,Cl. 40 N # 6AN-20,Apto.,Norte,2,1,99,La Flora,710,"213,400,000"
Parque Real,Const. Bolívar,Cl. 9B-9C Cr. 51 y 52,Casa,Sur,3,1,99,Ingenio,3,"155,051,000"
Paseo Real II,Const. Alpes,Cl. 58N Av. 4B N,Apto.,Norte,3,1,99,La Flora,604,"147,000,000"
Quintas del Lili II,Cusezar,Cr. 96 Cl. 25 y 33,Casa,Sur,3,1,99,Caney,3,"178,350,000"
Ed. Alejandro,Const. Norte y Sur,Av. 6DN # 43N-15,Apto.,Norte,3,1,99,La Flora,302,"161,227,000"
Altos de Normandia,Cusezar,Cl. 1B Oe # 4Oe-201,Apto.,Oeste,3,2,99,Aguacatal,601,"224,000,000"
Kusko,Dklar Asociados,Cl. 5 Cr. 63a,Apto.,Sur,2,1,99,El Refugio,3B,"166,300,000"
Paseo Real III,Const. Alpes,Cl. 58N Av. 4B N,Apto.,Norte,3,1,99,La Flora,401,"191,600,000"
Balcones del Limonar III,Const. Bolívar,Cr. 66 Cl 16,Apto.,Sur,3,1,99,Ingenio,702 D,"197,310,000"
Miro Apartaloft,Indico,Av. 6D # 40N-05,Apto.,Norte,2,2,99,La Flora,309,"206,950,000"
Remanso de la Flora,Ing. Jaime Suarez Cuenca,Cl. 61 N # 3Bis-65,Apto.,Norte,3,1,99,La Flora,301,"154,147,000"
Conj. Res. Sintagma Ltda.,Const. Sintagma,Cl. 14 # 70-72,Apto.,Sur,3,1,100,Ingenio,301,"142,000,000"
El Bosque,Const. Melendez,Cl. 28 - 25 Cr. 85,Apto.,Sur,3,1,100,Caney,4,"214,000,000"
Samanes de Cristales,Aiki,Av. Circ.  5-186,Apto.,Oeste,3,1,100,Cristales,203,"250,000,000"
Rivera del Valle  Casas,Buenavista Const. Prom.,Cl. 54 y Cl. 55 Cr. 98,Casa,Sur,3,1,100,Caney,2,"191,000,000"
Palmas del Norte,Inor ,Cl. 66 # 1-10,Casa,Norte,3,1,100,Calima,1,"60,098,000"
Palmar del Sur,Const. Bolívar,Aut. Simón Bol. - Cr. 98,Casa,Sur,3,2,100,Caney,1,"100,700,000"
Palmera Real,Const. Melendez,Cr. 83C Cl. 42,Casa,Sur,3,1,100,Caney,2,"130,200,000"
Portal de la Vega,Jaime Cardenas,Cl. 5 Cr. 85,Apto.,Sur,3,2,100,Ingenio,301,"147,290,000"
Lusitania,Const. Melendez,Cl. 50 Cr. 89 y 90,Casa,Sur,3,1,100,Caney,2,"137,700,000"
Reserva de la Flora,Grupo Pijao,Av. 6N Cl. 58N,Apto.,Norte,3,2,100,La Flora,605 T2,"175,354,000"
Piedragrande,Jaramillo Mora,Cr. 100 Cl. 42,Apto.,Sur,3,1,100,Caney,301,"152,170,000"
Norten,Ing. Const. Centenario,Av. 10 N # 7-62,Apto.,Oeste,2,2,100,Sta Monica Nte,D102,"225,000,000"
Kusko,Dklar Asociados,Cl. 5 Cr. 63a,Apto.,Sur,2,1,100,El Refugio,3J,"164,500,000"
Santiago del Oeste,Indico,Cl. 1B oeste # 4oes-200,Apto.,Oeste,3,2,100,Aguacatal,102,"217,800,000"
Portal de la Flora,Conciviles,Cl. 63 Cr. 3G,Apto.,Norte,3,1,100,La Flora,601,"170,000,000"
La Espadaña II,Const. Melendez,Cr. 86 Cl. 50,Casa,Sur,3,1,100,Caney,2,"145,606,000"
Eden de los Cerros,Const. Tekton,Cl. 1A # 66B-17,Apto.,Sur,3,1,100,El Refugio,307,"139,669,000"
Portal de Santanita,Inv. Emmanuel,Cl. 11 # 61-21,Apto.,Sur,3,1,100,Ingenio,101,"158,465,000"
Rio Alto,Const. 180 Grados.,Cr. 2 Oe Cl. 13,Apto.,Oeste,1,2,100,Santa Teresita,104,"241,630,000"
Remanso de Chipichape,Arq. y Propiedades,Cl. 4 Nte. # 6A-20,Apto.,Norte,3,1,100,La Flora,6,"229,000,000"
Terrazas de Guadalupe,Socorro Escobar,Av. Cerros # 59-60,Apto.,Sur,3,2,101,El Refugio,1,"118,000,000"
Verde Natura,Const. Bolívar,Cl. 42-45 Cr. 86,Apto.,Sur,3,2,101,Caney,dp1,"124,300,000"
Quintas del Lili,Cusezar,Cr. 96 Cl. 25 y 33,Casa,Sur,3,1,101,Caney,3,"140,580,000"
Divisa,Const. Valle,Cl. 8 Oeste #25C-92,Apto.,Oeste,2,1,101,Cristales,5,"178,132,000"
Parque Real,Const. Bolívar,Cl. 9B-9C Cr. 51 y 52,Casa,Sur,3,1,101,Ingenio,3,"156,118,000"
La Reserva Villa Res.,Buenavista Const. Prom.,Cr. 70 Cl. 13B - 14,Apto.,Sur,3,1,101,Ingenio,302,"141,221,000"
Kusko,Dklar Asociados,Cl. 5 Cr. 63a,Apto.,Sur,2,1,101,El Refugio,3A,"169,000,000"
Santiago del Oeste,Indico,Cl. 1B oeste # 4oes-200,Apto.,Oeste,3,2,101,Aguacatal,706,"245,250,000"
Ed. Rincón del Bosque,Inv. CIMAR,AV. 10 N # 51N-36,Apto.,Norte,3,1,101,La Flora,201,"149,000,000"
Portal de Santanita,Inv. Emmanuel,Cl. 11 # 61-21,Apto.,Sur,3,1,101,Ingenio,310,"161,275,000"
Senderos del Parque Casas,Const. Melendez,Cl. 53 y 54 Cr. 98B,Casa,Sur,3,1,101,Caney,2,"173,000,000"
Azure,Const. Melendez,Av. 5 Oe # 4A-15,Apto.,Oeste,3,3,101,Aguacatal,6,"309,797,000"
Llanuras del Castillo,Const. El Castillo,Via Cali - Jamundi,Casa,Jamundi,3,1,102,La Morada,2 C56,"200,363,000"
Palmanova,Jaramillo Mora,Cl. 42 Cr. 99 y 100,Apto.,Sur,3,1,102,Caney,601,"223,600,000"
El Arado,Const. Melendez,Cr. 86 Cl. 17,Apto.,Sur,3,2,102,Ingenio,1,"133,000,000"
Guadalupe Alto,Pronova,Cr. 56 # 1A Oeste-45,Apto.,Sur,3,2,102,El Refugio,1,"137,700,000"
Tor. de San Agustin II,Const. Colpatria,Cr. 86 # 43-37,Apto.,Sur,3,1,102,Caney,1,"104,000,000"
Valle de la Ferreira 2,Fund. Compartir,Cr. 80 # 6A-60,Apto.,Sur,3,2,102,Ingenio,301,"138,500,000"
Villa Magna,Solevento,Cl. 1B # 55-56,Apto.,Sur,3,1,102,El Refugio,201,"204,000,000"
Entre Parques Cond. Club,Buenavista Const. Prom.,Cr. 99 Cl. 45,Apto.,Sur,3,1,102,Caney,304,"150,565,000"
Senderos del Limonar,I.C. Contructores,Cr. 68 Cl. 25,Apto.,Sur,3,1,102,Ingenio,301,"174,000,000"
Balcones del Limonar III,Const. Bolívar,Cr. 66 Cl 16,Apto.,Sur,3,1,102,Ingenio,102 E,"198,000,000"
Cerro Cristales,Mecon,Cl. 9A Oe Cr. 38 Oe,Apto.,Oeste,3,1,102,Cristales,504,"168,200,000"
Rio Verde,Const. 180 Grados.,Cl. 22 A # 121-223,Apto.,Sur,2,2,102,Ciudad Jardín,106B,"255,400,000"
Jardin de Pance 2,Buenavista Const. Prom.,Av. Cañasg. Cr. 114,Apto.,Sur,3,2,103,Ciudad Jardín,201,"213,000,000"
Altos de la Tertulia,Aresco ,Cr. 3 Cl. 5 Oeste,Apto.,Oeste,2,2,103,Santa Teresita,3,"191,209,000"
Multf. Katalan,Dklar Asociados,Av. 3C Cl. 42 - 43,Apto.,Norte,3,1,103,La Flora,202,"139,500,000"
Mayoral del Viento,Axial Const.,Av. 5 Oe # 5-40,Apto.,Oeste,2,2,103,Aguacatal,402,"225,000,000"
Brisas del Oeste Desis.,Socorro Escobar,Cl. 2 Oe # 13-27,Apto.,Oeste,2,2,103,Santa Teresita,4,"219,030,000"
La Reserva Villa Res.,Buenavista Const. Prom.,Cr. 70 Cl. 13B - 14,Apto.,Sur,3,1,103,Ingenio,5,"161,000,000"
Kusko,Dklar Asociados,Cl. 5 Cr. 63a,Apto.,Sur,2,1,103,El Refugio,3I,"172,000,000"
California  Aptos,Triada,Cr. 99C # 42-61,Apto.,Sur,3,1,103,Caney,401,"152,900,000"
Portal de la Flora,Conciviles,Cl. 63 Cr. 3G,Apto.,Norte,3,1,103,La Flora,304,"166,030,000"
Remanso de la Flora,Ing. Jaime Suarez Cuenca,Cl. 61 N # 3Bis-65,Apto.,Norte,3,1,103,La Flora,303,"160,037,000"
Jardin de Pance,Buenavista Const. Prom.,Av. Cañasg. Cr. 114,Apto.,Sur,3,2,103,Ciudad Jardín,301,"194,800,000"
Peña Blanca,Jaramillo Mora,Cl. 42 Cr. 99,Casa,Sur,3,1,103,Caney,2 C-7,"175,400,000"
Senderos del Parque Casas,Const. Melendez,Cl. 53 y 54 Cr. 98B,Casa,Sur,3,1,103,Caney,2,"190,000,000"
Park Avenue,Const. Bariloche,Cr. 83 Cl. 13A bis,Apto.,Sur,3,1,104,Ingenio,301,"262,075,000"
Park Avenue,Const. Bariloche,Cr. 83 Cl. 13A bis,Apto.,Sur,3,1,104,Ingenio,103,"294,000,000"
Brisas de San Lorenzo,Const. Colpatria,Cr. 86 # 45-49,Apto.,Sur,3,1,104,Caney,112,"159,565,000"
El Arado,Const. Melendez,Cr. 86 Cl. 17,Apto.,Sur,3,2,104,Ingenio,1,"143,000,000"
Guadalupe Alto,Pronova,Cr. 56 # 1A Oeste-45,Apto.,Sur,3,2,104,El Refugio,1,"140,400,000"
Paseo de las Casas,Const. Bolívar,Cr. 80 Cl. 16,Casa,Sur,3,1,104,Ingenio,2,"129,400,000"
Torres de la Rioja,Const. Monserrat,Cr. 86 Cl. 13A,Apto.,Sur,3,1,104,Ingenio,2,"161,342,000"
La Espadaña,Const. Melendez,Cl. 50 Cr. 90 y 92,Casa,Sur,3,1,104,Caney,2,"131,182,000"
Edificio Ruby,G y M Consultores,Av. 2 Oe # 12-52,Apto.,Oeste,3,2,104,Santa Teresita,1,"211,940,000"
Reserva de la Flora,Grupo Pijao,Av. 6N Cl. 58N,Apto.,Norte,3,2,104,La Flora,102 T1,"168,402,000"
Quintas del Lili II,Cusezar,Cr. 96 Cl. 25 y 33,Casa,Sur,3,1,104,Caney,3,"186,575,000"
Bosques de Lancelot,Corasa ,Cl. 14 Cr. 83,Apto.,Sur,3,2,104,Ingenio,601,"199,981,000"
Norten,Ing. Const. Centenario,Av. 10 N # 7-62,Apto.,Oeste,2,2,104,Sta Monica Nte,D309,"208,000,000"
La Espadaña II,Const. Melendez,Cr. 86 Cl. 50,Casa,Sur,3,1,104,Caney,2,"129,750,000"
Montecristal,Triada,Cl. 8 Oeste #25-250,Apto.,Oeste,3,1,104,Cristales,I-308,"200,500,000"
Patios en el Lili Casas,Apiros,Cl. 45 # 98B-01,Casa,Sur,3,1,104,Caney,3,"160,986,000"
Vicenzzo,S.I. Prop.Raíz S.A.S.,Cl. 12A Oeste # 2B1-24,Apto.,Oeste,2,2,104,Santa Teresita,1,"280,800,000"
Villa Allegra,Buenavista Const. Prom.,Cr. 70 Cl. 13A1 - 13B,Apto.,Sur,3,1,104,Ingenio,204,"186,833,000"
Torremolinos,Socorro Escobar,Cl. 58N # 4N-76,Apto.,Norte,2,1,105,La Flora,1,"138,000,000"
Los Cristales Club Res.,Amarilo,Cr. 38 # 9Oeste-50,Apto.,Oeste,2,2,105,Cristales,901,"196,000,000"
Altos de la Tertulia,Aresco ,Cr. 3 Cl. 5 Oeste,Apto.,Oeste,2,2,105,Santa Teresita,5,"198,000,000"
La Espadaña II,Const. Melendez,Cr. 86 Cl. 50,Casa,Sur,3,1,105,Caney,2,"131,250,000"
Jardin de Pance,Buenavista Const. Prom.,Av. Cañasg. Cr. 114,Apto.,Sur,3,2,105,Ciudad Jardín,301,"205,631,000"
Cerro Cristales,Mecon,Cl. 9A Oe Cr. 38 Oe,Apto.,Oeste,3,1,105,Cristales,517,"228,626,000"
El Arado,Const. Melendez,Cr. 86 Cl. 17,Apto.,Sur,3,2,106,Ingenio,1,"150,000,000"
Torres de la Rioja,Const. Monserrat,Cr. 86 Cl. 13A,Apto.,Sur,3,2,106,Ingenio,4,"167,404,000"
Edificio Thilanka,JM Inm.,Cl. 13 Oeste # 1-14,Apto.,Oeste,2,2,106,Santa Teresita,2,"216,913,000"
San Giorgio,Habitek,Cr. 67 Cl. 13B,Apto.,Sur,3,1,106,Ingenio,3,"126,270,000"
Valle de la Ferreira 2,Fund. Compartir,Cr. 80 # 6A-60,Apto.,Sur,3,2,106,Ingenio,4,"140,000,000"
Mayoral del Viento,Axial Const.,Av. 5 Oe # 5-40,Apto.,Oeste,3,2,106,Aguacatal,203,"233,200,000"
Tor. de la María,Const. San Marcos,Cr. 125 Cl. 19,Apto.,Sur,3,1,106,Ciudad Jardín,3,"177,000,000"
Conj. Res. Sintagma Ltda.,Const. Sintagma,Cl. 14 # 70-72,Apto.,Sur,3,1,106,Ingenio,302,"152,000,000"
Ed. Rincón del Bosque,Inv. CIMAR,AV. 10 N # 51N-36,Apto.,Norte,1,1,106,La Flora,103,"150,000,000"
Cerro Cristales,Mecon,Cl. 9A Oe Cr. 38 Oe,Apto.,Oeste,3,1,106,Cristales,540,"197,750,000"
Urb. Alameda del Rio,Const. Falattys,Av. 2N Cl. 71,Casa,Norte,3,0,106,Calima,2,"102,752,000"
Buenos Aires,Const. Alpes,Cl. 28 y 42 Cr. 112 y 113,Apto.,Sur,3,1,106,Autonoma,402,"185,800,000"
Terrazas de Cañasgordas,Marval,Cr. 101A # 19-22,Apto.,Sur,3,2,107,Ciudad Jardín,618 T4,"216,222,100"
Senderos del Rio,Const. Melendez,Cl. 53 y 54 Cr. 98B,Casa,Sur,3,1,107,Caney,2,"223,000,000"
Altobello,Const. Melendez,Cl. 26 Cr. 85E,Apto.,Sur,3,2,107,Caney,401,"218,000,000"
Paisaje del Castillo,Const. El Castillo,Via Cali - Jamundi,Casa,Jamundi,3,1,107,La Morada,1 C52,"253,100,000"
Cerro Cristales,Mecon,Cl. 9A Oe Cr. 38 Oe,Apto.,Oeste,3,1,107,Cristales,402,"229,730,000"
EL Alminar de la Flora,Giraldo Salazar,Cl. 41N # 4N-170,Apto.,Norte,3,2,107,La Flora,2,"156,856,000"
Patios de la Flora C,Apiros,Cl. 52 Av. 5 BN,Casa,Norte,3,1,107,La Flora,3,"145,147,000"
Patios de la Flora ,Apiros,Cl. 52 Av. 5 BN,Apto.,Norte,3,1,107,La Flora,Dp601,"177,320,000"
Brisas del Ingenio,Aseprof,Cl. 16 # 84A-30,Apto.,Sur,3,2,107,Ingenio,2,"155,000,000"
Edificio Monticcino,Espacio Vital,Cl. 13 Oeste Cr. 24D,Apto.,Oeste,3,2,107,Cristales,4,"128,000,000"
Plazuela de Cañasgordas,Marval,Cr. 101 Cl. 19,Apto.,Sur,3,2,107,Ciudad Jardín,6,"186,926,175"
Conj. Habit. Sayab,I.C. Prefabricados,Cr. 15 # 56-73,Apto.,Sur,3,1,107,Ingenio,Dp101,"159,348,000"
Parque de las Flores,Const. Bolívar,Av. 4N  Cl. 64 y 67,Apto.,Norte,3,1,107,La Flora,504B,"219,252,147"
Cerro Cristales,Mecon,Cl. 9A Oe Cr. 38 Oe,Apto.,Oeste,3,1,108,Cristales,315,"221,400,000"
Vicenzzo,S.I. Prop.Raíz S.A.S.,Cl. 12A Oeste # 2B1-24,Apto.,Oeste,2,2,108,Santa Teresita,506,"291,600,000"
Rio alto Apto,Const. 180 Grados.,Cr. 1 Oeste # 13-45,Apto.,Oeste,2,2,108,Santa Teresita,602,"426,000,000"
Ponte Vedra,Corasa ,Cr. 72 # 13A-56,Apto.,Sur,3,2,108,Ingenio,701,"171,000,000"
Brisas del Oeste Desis.,Socorro Escobar,Cl. 2 Oe # 13-27,Apto.,Oeste,2,2,108,Santa Teresita,4,"221,000,000"
Pinal del Cerro ,Const. Melian,Cr. 68 # 13B-61,Apto.,Sur,3,1,108,Ingenio,602,"137,865,000"
Palmar de la Flora,Socorro Escobar,Av. 3 FN # 55N-72,Apto.,Norte,3,1,108,La Flora,5,"145,935,000"
Reserva de la Flora,Grupo Pijao,Av. 6N Cl. 58N,Apto.,Norte,3,2,108,La Flora,101 T1,"179,000,000"
Mistral Aptos,Inv. Velar,Cr. 72 # 13A-50,Apto.,Sur,3,2,108,Ingenio,602,"220,663,000"
Santiago del Oeste,Indico,Cl. 1B oeste # 4oes-200,Apto.,Oeste,3,2,108,Aguacatal,603,"233,400,000"
Liver Pool,Habitek,Cl. 20 # 118-52,Apto.,Sur,3,2,108,Ciudad Jardín,301,"283,430,000"
Park Avenue,Const. Bariloche,Cr. 83 Cl. 13A bis,Apto.,Sur,3,1,109,Ingenio,306,"275,325,000"
Zaguan de las Flores,Const. Bolívar,Cl. 67 Av. 4BN,Apto.,Norte,3,2,109,La Flora,601 A,"255,860,000"
Torres de Valgarda 25,Inacar,Cr. 92 Cl. 25,Apto.,Sur,3,1,109,Caney,Dp101,"176,952,591"
El Arado,Const. Melendez,Cr. 86 Cl. 17,Apto.,Sur,3,2,109,Ingenio,7,"151,500,000"
Ed. Katiana María,Humberto Torres,Cl. 2C # 65A-59,Apto.,Sur,3,1,109,El Refugio,2,"155,000,000"
Ciudad Real Especial,Const. Melendez,Cr. 81 Cl. 48,Casa,Sur,3,2,109,Caney,2,"95,000,000"
Edificio Thilanka,JM Inm.,Cl. 13 Oeste # 1-14,Apto.,Oeste,2,2,109,Santa Teresita,1,"247,760,000"
Edificio Thilanka,JM Inm.,Cl. 13 Oeste # 1-14,Apto.,Oeste,3,3,109,Santa Teresita,2,"224,796,000"
Reserva de la Flora,Grupo Pijao,Av. 6N Cl. 58N,Apto.,Norte,3,2,109,La Flora,603 T1,"182,895,000"
Reserva del Peñon,JM Inm.,Cl. 5 Oe # 3B-136,Apto.,Oeste,2,2,109,Santa Teresita,601,"221,368,000"
Parque de las Flores,Const. Bolívar,Av. 4N  Cl. 64 y 67,Apto.,Norte,3,1,109,La Flora,505,"195,838,000"
Reserva de Chipichape,Solanillas,Av. 6D #39-00,Apto.,Norte,3,2,110,La Flora,505 B,"295,871,175"
Torres de la Rioja,Const. Monserrat,Cr. 86 Cl. 13A,Apto.,Sur,3,2,110,Ingenio,8,"177,000,000"
Portal de la Vega,Jaime Cardenas,Cl. 5 Cr. 85,Apto.,Sur,3,2,110,Ingenio,302,"165,700,000"
Ed. Sotara,JM Inm.,Av. Cristo Rey Cl. 4,Apto.,Oeste,3,2,110,Cristales,5,"170,389,000"
Pinares de Trentino,Espacio Vital,Cr. 68 Cl. 13B y 13E,Apto.,Sur,3,1,110,Ingenio,701,"181,288,000"
Palmera Real Casas Indep.,Const. Melendez,Cr. 83C Cl. 42,Casa,Sur,2,1,110,Caney,2 C62,"168,921,000"
Piedragrande,Jaramillo Mora,Cr. 100 Cl. 42,Apto.,Sur,3,1,110,Caney,301,"159,800,000"
Piedragrande,Jaramillo Mora,Cr. 100 Cl. 42,Apto.,Sur,3,1,110,Caney,502,"188,170,000"
Balcones del Limonar III,Const. Bolívar,Cr. 66 Cl 16,Apto.,Sur,3,1,110,Ingenio,403E,"195,740,000"
La Maestranza,Artemo y Bienes ,Cr. 56 # 2-162,Apto.,Sur,2,1,110,El Refugio,401,"205,700,000"
Kineret Lofts,Solanillas,Cr. 37 Oe # 2-64,Apto.,Oeste,3,1,110,Cristales,707,"284,000,000"
Zoe Apartaestudios,Inv. Las Jotas,Cr. 2 Oe # 13-109,Apto.,Oeste,2,1,110,Santa Teresita,301,"261,728,000"
Altomenga,Jaramillo Mora,Av. 9 Nte # 56N-84,Apto.,Norte,3,2,110,La Flora,301-4,"256,000,000"
Bosques del Castillo ,Const. El Castillo,Via Cali - Jamundi,Casa,Jamundi,3,1,111,La Morada,1 C8,"231,000,000"
Mirador del Oeste,Cusezar,Cr. 2D Oeste Cl. 12 y 12A,Apto.,Oeste,3,2,110.6,Santa Teresita,408,"317,718,000"
Vicenzzo,S.I. Prop.Raíz S.A.S.,Cl. 12A Oeste # 2B1-24,Apto.,Oeste,2,2,111,Santa Teresita,502,"299,700,000"
Lomas de Menga,SPIWAK,Av. 9 # 66-34,Apto.,Norte,2,2,111,La Flora,103,"231,000,000"
Sol de Primavera,Const. Melendez,Vía Panamericana - Entrada Jamundí,Casa,Jamundi,3,2,111,La Morada,2,"187,840,000"
Palmera Real Casas Indep.,Const. Melendez,Cr. 83C Cl. 42,Casa,Sur,2,1,111,Caney,2,"171,916,000"
Cerro Cristales,Mecon,Cl. 9A Oe Cr. 38 Oe,Apto.,Oeste,3,1,111,Cristales,109,"202,800,000"
Mirador del Oeste,Cusezar,Cr. 2D Oeste Cl. 12 y 12A,Apto.,Oeste,3,2,111.2,Santa Teresita,407,"319,297,000"
Mistral Aptos,Inv. Velar,Cr. 72 # 13A-50,Apto.,Sur,3,2,112,Ingenio,601,"229,301,000"
Mirador de Avalon,Corasa ,Av. Los Cerros Cr. 37,Apto.,Oeste,3,2,112,Cristales,"4,004","226,000,000"
Kusko,Dklar Asociados,Cl. 5 Cr. 63a,Apto.,Sur,2,1,112,El Refugio,3E,"190,000,000"
Santiago del Oeste,Indico,Cl. 1B oeste # 4oes-200,Apto.,Oeste,3,2,112,Aguacatal,"1,203","367,550,000"
Cataya Real,Vindico,Cl. 17A # 121-30,Apto.,Sur,3,2,112,Ciudad Jardín,204,"256,000,000"
Montecristal,Triada,Cl. 8 Oeste #25-250,Apto.,Oeste,3,1,112,Cristales,E-106,"230,600,000"
Cerro Cristales,Mecon,Cl. 9A Oe Cr. 38 Oe,Apto.,Oeste,3,1,112,Cristales,526,"244,160,000"
Portal del Alferez,Const. Melendez,Av. Cañasg. Cr. 115,Apto.,Sur,3,1,113,Ciudad Jardín,301,"284,000,000"
Casas de Terraverde,Buenavista Const. Prom.,Cl. 45 Cr. 94,Casa,Sur,4,1,113,Caney,3,"121,000,000"
Ed. Sotara,JM Inm.,Av. Cristo Rey Cl. 4,Apto.,Oeste,3,2,113,Cristales,401,"170,967,000"
Terrazino,Solanillas,Cl. 34AN  # 2AN-70,Apto.,Norte,3,1,113,La Flora,601,"195,000,000"
Conj. Habit. Sayab,I.C. Prefabricados,Cr. 15 # 56-73,Apto.,Sur,3,1,113,Ingenio,Dp104,"166,929,000"
California Casas,Triada,Cr. 99C # 42-61,Casa,Sur,3,1,113,Caney,3,"163,850,000"
Ed. Katiana María,Humberto Torres,Cl. 2C # 65A-59,Apto.,Sur,3,1,114,El Refugio,2,"165,000,000"
Rincon del Parque,Const. Alpes,Av. 3FN. Cl. 58N y 62N,Apto.,Norte,3,2,114,La Flora,5,"164,500,000"
Montefiori,Grupo Pijao,Cr. 6 Oeste # 4-300,Apto.,Oeste,3,2,114,Aguacatal,602,"215,500,000"
Rincón de Ciudad Jardin,Inm. Ciudad Jardin,Cr. 100 Cl. 19,Apto.,Sur,3,1,114,Ciudad Jardín,4,"175,000,000"
San Giorgio,Habitek,Cr. 67 Cl. 13B,Apto.,Sur,3,1,114,Ingenio,2,"139,280,000"
Altos de Sta. Teresita,Const. Bolívar,Cr. 2D # 12 Oeste-120,Apto.,Oeste,3,2,114,Santa Teresita,4,"196,500,000"
Pinal del Cerro ,Const. Melian,Cr. 68 # 13B-61,Apto.,Sur,3,1,114,Ingenio,603,"145,740,000"
Tor. de la María,Const. San Marcos,Cr. 125 Cl. 19,Apto.,Sur,3,1,114,Ciudad Jardín,301,"188,000,000"
Miro Apartaloft,Indico,Av. 6D # 40N-05,Apto.,Norte,2,2,114,La Flora,"1,007","269,700,000"
Zoe Apartaestudios,Inv. Las Jotas,Cr. 2 Oe # 13-109,Apto.,Oeste,2,1,114,Santa Teresita,306,"271,439,000"
Rivera del Valle  Casas,Buenavista Const. Prom.,Cl. 54 y Cl. 55 Cr. 98,Casa,Sur,3,1,114,Caney,2,"223,000,000"
Ciud. Camp. Hda. el Castillo ,Const. El Castillo,Via Cali - Jamundi,Casa,Jamundi,3,1,115,La Morada,1,"189,000,000"
Brisas del Ingenio,Aseprof,Cl. 16 # 84A-30,Apto.,Sur,3,2,115,Ingenio,2,"168,000,000"
Hacienda del Alferez,Const. Bolívar,Cr. 112 Hacienda Cañasgordas,Apto.,Sur,3,2,115,Ciudad Jardín,4,"164,400,000"
Albatross,Const. Melendez,Cl. 11A Cr. 100B,Apto.,Sur,3,2,115,Ciudad Jardín,202,"255,045,000"
Cataya Real,Vindico,Cl. 17A # 121-30,Apto.,Sur,3,2,115,Ciudad Jardín,202,"242,000,000"
Eden de los Cerros,Const. Tekton,Cl. 1A # 66B-17,Apto.,Sur,3,1,115,El Refugio,306,"160,356,000"
Cerro Cristales,Mecon,Cl. 9A Oe Cr. 38 Oe,Apto.,Oeste,3,1,115,Cristales,309,"208,800,000"
Altomenga,Jaramillo Mora,Av. 9 Nte # 56N-84,Apto.,Norte,3,2,115,La Flora,303-4,"255,800,000"
Vicenzzo,S.I. Prop.Raíz S.A.S.,Cl. 12A Oeste # 2B1-24,Apto.,Oeste,2,2,115,Santa Teresita,806,"347,000,000"
Casas del Madroñal,Const. Melendez,Cr. 83A # 48-100,Casa,Sur,3,1,116,Caney,2,"111,530,000"
El Arado,Const. Melendez,Cr. 86 Cl. 17,Apto.,Sur,3,2,116,Ingenio,3,"162,000,000"
Lomas de Menga,SPIWAK,Av. 9 # 66-34,Apto.,Norte,3,2,116,La Flora,7,"242,382,000"
Altamira de Menga,SPIWAK,Av. 7 N # 56-360,Apto.,Norte,3,1,116,La Flora,1,"248,527,000"
Palmar de la Flora,Socorro Escobar,Av. 3 FN # 55N-72,Apto.,Norte,3,1,116,La Flora,101,"147,163,000"
Colinas de Chipichape,Jaime Cardenas,Av. 7 Nte # 40N-17,Casa,Norte,3,2,116,La Flora,2,"220,000,000"
Santiago del Oeste,Indico,Cl. 1B oeste # 4oes-200,Apto.,Oeste,3,2,116,Aguacatal,"1,204","386,800,000"
Edificio Bali,JM Inm.,Cl. 21 N # 9N-40,Apto.,Norte,2,1,116,Sta Monica Nte,301,"300,900,000"
Vicenzzo,S.I. Prop.Raíz S.A.S.,Cl. 12A Oeste # 2B1-24,Apto.,Oeste,2,2,116,Santa Teresita,802,"324,115,000"
Villa Magna,Solevento,Cl. 1B # 55-56,Apto.,Sur,3,1,117,El Refugio,801,"269,000,000"
Patios de la Flora C,Apiros,Cl. 52 Av. 5 BN,Casa,Norte,3,1,117,La Flora,3,"152,311,000"
Edificio Thilanka,JM Inm.,Cl. 13 Oeste # 1-14,Apto.,Oeste,2,2,117,Santa Teresita,201,"238,800,000"
La Aljaba,JM Inm.,Cl. 12  Cr. 2 Oeste,Apto.,Oeste,2,2,117,Cristales,4,"184,000,000"
Punta Oeste,Amarilo,Cr. 3 Oeste # 5-59,Apto.,Oeste,3,2,117,Santa Teresita,4,"247,430,000"
Palmar de la Flora,Socorro Escobar,Av. 3 FN # 55N-72,Apto.,Norte,3,1,117,La Flora,502,"159,152,000"
La Riviere Avenue,Jaime Cardenas,Cl. 11 Oe Cr. 1 - 2,Apto.,Oeste,2,2,117,Santa Teresita,101,"254,000,000"
Punta Oeste,Arq. & Concreto,Cr. 3 Oeste # 5-59,Apto.,Oeste,2,2,117,Santa Teresita,4,"235,271,000"
Cataya Real,Vindico,Cl. 17A # 121-30,Apto.,Sur,3,2,117,Ciudad Jardín,203,"260,000,000"
Miro Apartaloft,Indico,Av. 6D # 40N-05,Apto.,Norte,2,2,117,La Flora,309,"255,550,000"
Hojarasca Parq. Resid.,JM Inm.,Cr. 37 Cl. 8 Oeste,Apto.,Oeste,3,2,118,Cristales,302,"284,432,000"
Portal del Alferez,Const. Melendez,Av. Cañasg. Cr. 115,Apto.,Sur,3,1,118,Ciudad Jardín,301,"330,000,000"
